44.83564755,10.43697751
44.84721157,10.34374547
44.77898667,10.39179986
44.87071963,10.38226829
44.80236312,10.29232637
44.84497625,10.25993649
44.72335495,10.40122602
44.82561807,10.28813134
44.82896419,10.30382197
44.87018382,10.29223938
44.73948203,10.43122745
44.76870426,10.25450202
44.7200439,10.35664578
44.75258284,10.26962981
44.76141176,10.43544667
44.78900198,10.27113226
44.79875569,10.32530879
44.75294842,10.26097112
44.73437033,10.40750043
44.81028139,10.38536445
44.75716493,10.39984629
44.81142232,10.41629959
44.80198796,10.29751206
44.87597767,10.3813262
44.75136725,10.37117522
44.77753877,10.37268748
44.81596956,10.41663808
44.87077775,10.38969939
44.81322958,10.25301283
44.75007297,10.3286819
44.7393498,10.38008412
44.81656448,10.33405619
44.79772881,10.33978174
44.73500936,10.3961915
44.73815347,10.4268068
44.77432389,10.32115311
44.71647823,10.38181153
44.79358913,10.39866511
44.76499752,10.44517433
44.79675384,10.37829444
44.83205788,10.34978858
44.7965409,10.22400425
44.73412816,10.40899102
44.80952927,10.32021495
44.82266679,10.38164484
44.87058667,10.31833677
44.87373498,10.37458032
44.83560075,10.36566387
44.75543597,10.39060935
44.7704548,10.28724034
44.78106494,10.41095383
44.86329705,10.42598864
44.84602074,10.41820248
44.77645632,10.4349997
44.86995846,10.34664858
44.8222878,10.24730087
44.78524268,10.36942278
44.83380278,10.27253313
44.74830429,10.36595306
44.72386332,10.30248521
44.81168619,10.22437793
44.80849418,10.44352298
44.81988072,10.29788711
44.88427775,10.36852361
44.78234777,10.35767898
44.80063315,10.24714753
44.83764276,10.26265662
44.76088116,10.43593278
44.80349045,10.32530667
44.77381928,10.36921905
44.83099968,10.2581844
44.83831767,10.23126747
44.81638417,10.43107154
44.84374893,10.42870466
44.78252149,10.28532163
44.76855366,10.44671404
44.84591929,10.34889075
44.78546013,10.41807231
44.72411455,10.31382942
44.82739872,10.31718988
44.73192413,10.37873971
44.80521045,10.33958637
44.7722221,10.40822056
44.84863906,10.2880005
44.74367018,10.3946619
44.80573578,10.2614276
44.73169956,10.39956462
44.77405069,10.37404893
44.73493019,10.28429565
44.79576159,10.32557288
44.74549291,10.34093218
44.71837858,10.29272086
44.80517415,10.22923831
44.7906779,10.38802029
44.75226316,10.2670475
44.8019175,10.34351879
44.77572425,10.42095956
44.71999704,10.33000553
44.88181338,10.35764591
44.77008798,10.33907858
44.87101739,10.28146451
44.74184159,10.37880162
44.85403674,10.27355086
44.82298369,10.23989405
44.77932757,10.27988949
44.77600657,10.40220476
44.77840499,10.25730987
44.87628535,10.33508721
44.82354272,10.3824743
44.79267762,10.46167068
44.77386073,10.35675165
44.81314682,10.28709486
44.86637226,10.3181911
44.79462218,10.33349858
44.78490056,10.25252403
44.84164678,10.27738573
44.75565636,10.42440663
44.85855213,10.30580216
44.87960233,10.35689861
44.75626795,10.40263206
44.76003026,10.45110825
44.82481808,10.33351783
44.80534836,10.41499847
44.77582778,10.22435713
44.75053622,10.34001831
44.81975658,10.36256199
44.80050256,10.36988829
44.83480481,10.22709839
44.83526029,10.34827878
44.74405314,10.41225454
44.7384148,10.34491682
44.85561875,10.39928491
44.78530398,10.26628617
44.75153539,10.30992496
44.72692318,10.30357712
44.81959137,10.37661949
44.73954745,10.26402025
44.77121188,10.35939241
44.84025837,10.37556931
44.77260554,10.2648872
44.76618242,10.3052369
44.80933244,10.2747983
44.83856519,10.28189729
44.73247763,10.34171988
44.77893776,10.32895262
44.79547847,10.44151416
44.81045486,10.27015807
44.80974505,10.40523131
44.75179924,10.40670966
44.74275273,10.27409489
44.81370138,10.28677002
44.86262954,10.40395731
44.84756506,10.2396306
44.82628095,10.42565422
44.71471184,10.35698439
44.7423253,10.37578199
44.8410293,10.37246112
44.83265672,10.25227582
44.7292919,10.41762668
44.80023225,10.34049867
44.86047048,10.39631918
44.77869009,10.44293061
44.76705625,10.22293684
44.87081582,10.32181686
44.78620407,10.31564867
44.85335543,10.33649128
44.73657191,10.30019162
44.72936963,10.32848481
44.7423544,10.28694271
44.76059773,10.29176194
44.79836705,10.37063408
44.82411216,10.33786557
44.81949733,10.37036954
44.8317599,10.34666266
44.85807972,10.38315834
44.82532258,10.33237867
44.8171395,10.31126688
44.77995775,10.40416258
44.72396119,10.3472642
44.85853824,10.3130696
44.78514201,10.32256011
44.81590686,10.35997181
44.83744049,10.43319991
44.76542126,10.30317471
